"X","ROOT","MAIN.GENOME","DOMAIN","KINGDOM","SUPER.PHYLUM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"OTU_44","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Moraxellaceae"," Acinetobacter","Unclassified_Acinetobacter"
"OTU_45","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Campylobacterota"," Campylobacteria"," Campylobacterales"," Sulfurimonadaceae"," Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_46","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_47","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_48","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Comamonadaceae"," Tepidimonas","Unclassified_Tepidimonas"
"OTU_49","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Steroidobacterales"," Woeseiaceae"," Woeseia","Unclassified_Woeseia"
"OTU_50","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Corynebacteriales"," Corynebacteriaceae","Unclassified_Corynebacteriaceae","Unclassified_Corynebacteriaceae"
"OTU_51","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Methylococcales"," Methylomonadaceae"," Marine Methylotrophic Group 2","Unclassified_Marine Methylotrophic Group 2"
"OTU_52","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Puniceispirillales"," SAR116 clade","Unclassified_SAR116 clade","Unclassified_SAR116 clade"
"OTU_53","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)"
"OTU_54","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Gemmatimonadota"," Gemmatimonadetes"," Gemmatimonadales"," Gemmatimonadaceae","Unclassified_Gemmatimonadaceae","Unclassified_Gemmatimonadaceae"
"OTU_55","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Campylobacterota"," Campylobacteria"," Campylobacterales"," Sulfurovaceae"," Sulfurovum","Unclassified_Sulfurovum"
"OTU_56","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Lutibacter","Unclassified_Lutibacter"
"OTU_57","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Caulobacterales"," Caulobacteraceae"," Brevundimonas","Unclassified_Brevundimonas"
"OTU_58","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Bacteroidales"," Bacteroidetes BD2-2","Unclassified_Bacteroidetes BD2-2","Unclassified_Bacteroidetes BD2-2"
"OTU_59","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae"," Urania-1B-19 marine sediment group","Unclassified_Urania-1B-19 marine sediment group"
"OTU_60","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales"
"OTU_61","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhodospirillales"," Magnetospiraceae","Unclassified_Magnetospiraceae","Unclassified_Magnetospiraceae"
"OTU_62","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia","Unclassified_Nanoarchaeia"
"OTU_63","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae","Unclassified_Rhodobacteraceae","Unclassified_Rhodobacteraceae"
"OTU_64","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," JTB23","Unclassified_JTB23","Unclassified_JTB23","Unclassified_JTB23"
"OTU_65","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Thiomicrospirales"," Thiomicrospiraceae","Unclassified_Thiomicrospiraceae","Unclassified_Thiomicrospiraceae"
"OTU_66","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_67","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae"," Candidatus Nitrosopumilus","Unclassified_Candidatus Nitrosopumilus"
"OTU_68","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae"," Candidatus Nitrosopumilus","Unclassified_Candidatus Nitrosopumilus"
"OTU_69","root"," Chloroplast"," Eukaryota (Chloroplast)","Unclassified_Eukaryota (Chloroplast)","Unclassified_Eukaryota (Chloroplast)","Unclassified_Eukaryota (Chloroplast)","Unclassified_Eukaryota (Chloroplast)","Unclassified_Eukaryota (Chloroplast)","Unclassified_Eukaryota (Chloroplast)","Unclassified_Eukaryota (Chloroplast)","Unclassified_Eukaryota (Chloroplast)"
"OTU_70","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Gallionellaceae"," Gallionella","Unclassified_Gallionella"
"OTU_71","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Xanthobacteraceae","Unclassified_Xanthobacteraceae","Unclassified_Xanthobacteraceae"
"OTU_72","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae","Unclassified_Flavobacteriaceae","Unclassified_Flavobacteriaceae"
"OTU_73","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Campylobacterota"," Campylobacteria"," Campylobacterales"," Sulfurimonadaceae"," Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_74","root"," Main genome"," Bacteria"," Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)","Unclassified_Bacteria (superkingdom)"
"OTU_75","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Comamonadaceae"," Aquabacterium","Unclassified_Aquabacterium"
"OTU_76","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteriae"," Acidobacteria group 2","Unclassified_Acidobacteria group 2","Unclassified_Acidobacteria group 2","Unclassified_Acidobacteria group 2"
"OTU_77","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Bacilli"," Lactobacillales"," Streptococcaceae"," Lactococcus","Unclassified_Lactococcus"
"OTU_78","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Campylobacterota"," Campylobacteria"," Campylobacterales"," Sulfurimonadaceae"," Sulfurimonas","Unclassified_Sulfurimonas"
"OTU_79","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Sphingomonadales"," Sphingomonadaceae","Unclassified_Sphingomonadaceae","Unclassified_Sphingomonadaceae"
"OTU_80","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_81","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Rhizobiaceae"," Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Unclassified_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"OTU_82","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria","Unclassified_Alphaproteobacteria","Unclassified_Alphaproteobacteria","Unclassified_Alphaproteobacteria","Unclassified_Alphaproteobacteria"
"OTU_83","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_84","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Burkholderiaceae"," Burkholderia-Caballeronia-Paraburkholderia","Unclassified_Burkholderia-Caballeronia-Paraburkholderia"
"OTU_85","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Oxalobacteraceae","Unclassified_Oxalobacteraceae","Unclassified_Oxalobacteraceae"
"OTU_86","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales"
"OTU_87","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_88","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteria group 21","Unclassified_Acidobacteria group 21","Unclassified_Acidobacteria group 21","Unclassified_Acidobacteria group 21","Unclassified_Acidobacteria group 21"
"OTU_89","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhodospirillales"," Magnetospiraceae","Unclassified_Magnetospiraceae","Unclassified_Magnetospiraceae"
"OTU_90","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_91","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales"
"OTU_92","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Methylococcales"," Methylohalobiaceae","Unclassified_Methylohalobiaceae","Unclassified_Methylohalobiaceae"
"OTU_93","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Saprospiraceae"," Aureispira","Unclassified_Aureispira"
"OTU_95","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)","Unclassified_Marinimicrobia (SAR406 clade)"
"OTU_96","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales"
"OTU_97","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Bacilli"," Lactobacillales"," Streptococcaceae"," Streptococcus","Unclassified_Streptococcus"
"OTU_98","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_99","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Campylobacterota"," Campylobacteria"," Campylobacterales"," Sulfurovaceae"," Sulfurovum","Unclassified_Sulfurovum"
"OTU_100","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Moraxellaceae"," Acinetobacter","Unclassified_Acinetobacter"
"OTU_101","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Nitrospirae superphylum"," Nitrospirota"," Nitrospiria"," Nitrospirales"," Nitrospiraceae"," Nitrospira","Unclassified_Nitrospira"
"OTU_102","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Cryomorphaceae","Unclassified_Cryomorphaceae","Unclassified_Cryomorphaceae"
"OTU_103","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Corynebacteriales"," Nocardiaceae"," Rhodococcus","Unclassified_Rhodococcus"
"OTU_104","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota","Unclassified_Latescibacterota"
"OTU_105","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_106","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Pseudomonadaceae"," Pseudomonas","Unclassified_Pseudomonas"
"OTU_107","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales"
"OTU_108","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Methylococcales"," Methylomonadaceae"," Methyloprofundus","Unclassified_Methyloprofundus"
"OTU_109","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales"
"OTU_110","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Thiomicrospirales"," Thiomicrospiraceae","Unclassified_Thiomicrospiraceae","Unclassified_Thiomicrospiraceae"
"OTU_111","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales"," Phycisphaeraceae"," Urania-1B-19 marine sediment group","Unclassified_Urania-1B-19 marine sediment group"
"OTU_112","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Kordiimonadales"," Kordiimonadaceae"," Kordiimonas","Unclassified_Kordiimonas"
"OTU_113","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_114","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Corynebacteriales"," Corynebacteriaceae"," Corynebacterium","Unclassified_Corynebacterium"
"OTU_115","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," Polyangia"," Haliangiales"," Haliangiaceae","Unclassified_Haliangiaceae","Unclassified_Haliangiaceae"
"OTU_116","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Nubsella","Unclassified_Nubsella"
"OTU_117","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Abditibacteriota superphylum"," Abditibacteriota"," Abditibacteria"," Abditibacteriales"," Abditibacteriaceae"," Abditibacterium","Unclassified_Abditibacterium"
"OTU_118","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Acetobacterales"," Acetobacteraceae"," Gluconacetobacter","Unclassified_Gluconacetobacter"
"OTU_119","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Spirochaetes superphylum"," Spirochaetota"," Spirochaetia"," Spirochaetales"," Spirochaetaceae"," Sediminispirochaeta","Unclassified_Sediminispirochaeta"
"OTU_120","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Beijerinckiaceae"," Beijerinckia","Unclassified_Beijerinckia"
"OTU_121","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Burkholderiaceae"," Ralstonia","Unclassified_Ralstonia"
"OTU_122","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum","Unclassified_Proteobacteria superphylum"
"OTU_123","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_124","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Streptomycetales"," Streptomycetaceae"," Streptomyces","Unclassified_Streptomyces"
"OTU_125","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Verrucomicrobiota"," Verrucomicrobiae"," Methylacidiphilales"," Methylacidiphilaceae","Unclassified_Methylacidiphilaceae","Unclassified_Methylacidiphilaceae"
"OTU_126","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Acidobacteriae","Unclassified_Acidobacteriae","Unclassified_Acidobacteriae","Unclassified_Acidobacteriae","Unclassified_Acidobacteriae"
"OTU_127","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_128","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Sphingomonadales"," Sphingomonadaceae"," Sphingomonas","Unclassified_Sphingomonas"
"OTU_129","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_130","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae","Unclassified_Rhodobacteraceae","Unclassified_Rhodobacteraceae"
"OTU_131","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_132","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Burkholderiaceae"," Burkholderia-Caballeronia-Paraburkholderia","Unclassified_Burkholderia-Caballeronia-Paraburkholderia"
"OTU_133","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Flavobacteriaceae"," Maritimimonas","Unclassified_Maritimimonas"
"OTU_134","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Bacilli"," Lactobacillales"," Streptococcaceae"," Streptococcus","Unclassified_Streptococcus"
"OTU_135","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," C86","Unclassified_C86","Unclassified_C86","Unclassified_C86"
"OTU_136","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49","Unclassified_vadinHA49"
"OTU_137","root"," Main genome"," Archaea"," Archaea (superkingdom)"," TACK"," Thaumarchaeota"," Nitrososphaeria"," Nitrosopumilales"," Nitrosopumilaceae","Unclassified_Nitrosopumilaceae","Unclassified_Nitrosopumilaceae"
"OTU_138","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Deinococcota"," Deinococci"," Deinococcales"," Deinococcaceae"," Deinococcus"," Deinococcus antarcticus"
"OTU_139","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Cytophagales","Unclassified_Cytophagales","Unclassified_Cytophagales","Unclassified_Cytophagales"
"OTU_140","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria","Unclassified_Alphaproteobacteria","Unclassified_Alphaproteobacteria","Unclassified_Alphaproteobacteria","Unclassified_Alphaproteobacteria"
"OTU_141","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Peptostreptococcales-Tissierellales"," Family XI"," Finegoldia","Unclassified_Finegoldia"
"OTU_142","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Aquificota superphylum"," Aquificota"," Aquificae"," Hydrogenothermales"," Hydrogenothermaceae","Unclassified_Hydrogenothermaceae","Unclassified_Hydrogenothermaceae"
"OTU_143","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Desulfobacterota"," Desulfovibrionia"," Desulfovibrionales"," Desulfohalobiaceae","Unclassified_Desulfohalobiaceae","Unclassified_Desulfohalobiaceae"
"OTU_144","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_145","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales","Unclassified_Defluviicoccales"
"OTU_146","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Chitinophagaceae"," Hydrotalea","Unclassified_Hydrotalea"
"OTU_147","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Corynebacteriales"," Mycobacteriaceae"," Mycobacterium","Unclassified_Mycobacterium"
"OTU_148","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)"
"OTU_149","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Gracilibacteria phylum incertae sedis"," Gracilibacteria"," JGI 0000069-P22","Unclassified_JGI 0000069-P22","Unclassified_JGI 0000069-P22","Unclassified_JGI 0000069-P22"
"OTU_150","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_151","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Nitrosococcales"," Nitrosococcaceae"," Inmirania","Unclassified_Inmirania"
"OTU_152","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Xanthomonadales"," Rhodanobacteraceae"," Dyella","Unclassified_Dyella"
"OTU_153","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Alcaligenaceae"," Achromobacter","Unclassified_Achromobacter"
"OTU_154","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)"
"OTU_155","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Marinicella order incertae sedis"," Marinicella family incertae sedis"," Marinicella","Unclassified_Marinicella"
"OTU_156","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," MBMPE27","Unclassified_MBMPE27","Unclassified_MBMPE27","Unclassified_MBMPE27"
