OTU,IO1-1_IO1-1_S000,IO1-1_IO1-1_S002,IO1-1_IO1-1_S004,IO1-1_IO1-1_S006,IO1-1_IO1-1_S008,IO1-1_IO1-1_S015,IO1-1_IO1-1_S025,IO1-2_IO1-2_S000,IO1-2_IO1-2_S002,IO1-2_IO1-2_S004,IO1-2_IO1-2_S006,IO1-2_IO1-2_S008,IO1-2_IO1-2_S009,IO1-2_IO1-2_S010,IO1-2_IO1-2_S020,IO3_IO3_S000,IO3_IO3_S004,IO3_IO3_S008,IO3_IO3_S010,IO3_IO3_S015,IOA_IOA_S000,IOA_IOA_S002,IOA_IOA_S003,IOA_IOA_S004,IOA_IOA_S005,IOA_IOA_S010,IOB_IOB_S000,IOB_IOB_S013,IOB_IOB_S033,IOB_IOB_S053,IOB_IOB_S073,IOB_IOB_S093,IOB_IOB_S113,IOC_IOC_S000,IOC_IOC_S010,IOC_IOC_S015,IOC_IOC_S020,IOC_IOC_S030,IOC_IOC_S045,IOC_IOC_S065,IOC_IOC_S085,IOC_IOC_S105,IOC_IOC_S145,IOD_IOD_S000,IOD_IOD_S003,IOD_IOD_S005,IOD_IOD_S008,IOD_IOD_S010,IOD_IOD_S015,IOD_IOD_S020,IOD_IOD_S025,JC_JC_S000,JC_JC_S002,JC_JC_S004,JC_JC_S006,JC_JC_S008,JC_JC_S010,JC_JC_S020,JC_JC_S037,MA2_MA2_S002,MA2_MA2_S004,MA2_MA2_S010,MA2_MA2_S020,MA2_MA2_S030,MC-1_MC-1_S000,MC-1_MC-1_S005,MC-1_MC-1_S010,MC-1_MC-1_S020,MC-1_MC-1_S025,MC-2_MC-2_S000,MC-2_MC-2_S004,MC-2_MC-2_S010,MC-2_MC-2_S020,MC-2_MC-2_S030,MC-2_MC-2_S040,ME_ME_S000,ME_ME_S002,ME_ME_S005,ME_ME_S010,ME_ME_S015,ME_ME_S020,ME_ME_S025,ME_ME_S030,MD_MD_S000,MD_MD_S002,MD_MD_S005,MD_MD_S015,MF_MF_S000,MF_MF_S002,MF_MF_S005,MF_MF_S015
OTU_3321,0,0,0,0,3,19,14,0,0,0,0,6,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3322,0,1,0,0,1,12,10,0,0,0,0,0,1,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3323,0,3,5,3,0,0,0,0,2,4,7,0,5,0,0,0,0,0,0,0,5,7,1,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,9,3,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0
OTU_3324,0,0,0,0,0,13,7,0,0,0,0,2,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,2,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3325,0,0,1,10,0,0,0,0,0,4,10,0,0,0,0,1,0,0,0,0,3,3,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,3,0,0,0,12,2,0,0,0,0,1,6,2,4,1,1,6,0
OTU_3326,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,5,0,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,3,0,0,0,21,0,0,0,0,5,0,0,0,0,0,33,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0
OTU_3327,1,2,0,0,0,1,0,2,2,0,0,3,5,0,1,3,0,0,0,0,5,0,4,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,8,4,1,8,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3328,0,0,0,0,0,1,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,10,21,12,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,38,0,2,5,5,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_333,0,0,0,0,0,3,43,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,296,22,10,18,106,1138,900,0,0,0,0,0,5,116,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,4,3,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,15,1,0,0,0,6,0,0,0,1,3,0,0
OTU_3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,3,0,20,0,0,7,0,0,0,1,0,0,0
OTU_3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,24,0,0,0,0,0,3,2,0,0,0,0,0,0
OTU_3333,0,2,0,0,0,0,0,10,4,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,36,19,10,3,0,1,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
OTU_3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,83,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,2,0,0,3,0,0,0,0,0,0,0
OTU_3335,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,3,0,0,0
OTU_3337,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,20,0,20,0,2,0,0,7,1,3,0
OTU_3338,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,5,2,1,0,2,10,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,0,0,0,0,0,0,8,0,1,0,0,0
OTU_3339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,12,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,40,14,1,0,0,0,1,1,0,0,4,2,3,0
OTU_334,12,10,39,1,0,0,0,5,11,25,2,0,1,1,7,22,7,5,0,0,12,36,21,57,34,15,25,2,0,0,0,0,0,41,90,0,6,0,0,11,5,4,1,30,73,113,184,65,7,8,7,0,0,1,0,0,0,0,0,17,12,4,8,1,252,366,294,73,56,116,155,205,18,91,27,45,44,73,20,6,13,0,0,36,31,48,0,22,30,1,0
OTU_3340,0,0,0,0,1,6,5,0,0,0,0,15,20,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,26,5,2,1,3,3,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,71,0,0,0,0,0,0,0,0,0,0,9,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3342,0,4,3,16,1,17,21,3,5,0,14,14,11,32,13,5,0,0,2,0,5,5,3,2,1,0,3,0,0,2,0,0,0,17,0,0,1,0,0,0,0,0,0,16,18,11,3,12,1,0,86,1,1,3,4,1,0,0,0,0,0,0,0,0,33,21,29,0,4,22,29,12,17,0,0,6,3,0,1,0,0,0,0,3,2,0,0,2,1,3,0
OTU_3343,1,2,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,10,19,16,1,0,1,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,3,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0
OTU_3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,46,0,0,0,0,0,0,0,0
OTU_3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,16,0,0,0,0,5,0,0,0,5,0,0,0,4,0,27,0,0,0,0,2,4,9,1,0,0,0,0
OTU_3346,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,75,1210,752,528,22,8,45,66,129,249,913,36,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98,11,0,0,0,0,0,0,0,0,0,0,0,0,0,270,799,570,359,0,9,0,0,27,83,32,0,232,255,40,4
OTU_3347,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,55,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
OTU_3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,1,1,2,0,0,0
OTU_335,15,34,53,60,49,5,1,3,24,45,32,34,6,0,9,2,14,41,11,0,0,1,0,1,2,9,4,0,0,213,54,0,0,18,188,95,0,2,0,0,2,0,0,29,68,80,144,139,51,91,4,0,1,0,0,3,1,0,0,1,5,7,0,0,74,159,251,127,284,83,86,204,135,370,32,3,1,3,6,0,13,0,202,4,2,18,4,0,1,0,0
OTU_3350,1,3,4,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,12,1,2,0,4,25,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_3351,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,7,2,16,9,7,0,2,1,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0
OTU_3352,16,7,2,0,0,0,0,19,12,7,3,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU_3353,0,0,0,0,0,1,15,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3354,2,0,1,0,0,3,0,0,0,0,0,1,2,5,0,8,0,0,0,0,6,2,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU_3355,0,0,0,0,29,0,1,0,0,0,0,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3356,0,0,0,0,0,0,1,0,0,0,0,3,6,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3357,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,6,21,11,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3358,10,3,0,0,0,0,0,6,7,0,0,0,0,0,0,5,0,0,0,0,6,6,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,3,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,6,2,0,0,0,0,0,3,0,0,1,3,0,0
OTU_3359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,5,9,5,4,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,4,3,0,0,6,0,0,0
OTU_336,64,43,50,160,61,1,6,44,56,49,155,18,3,0,0,7,0,0,0,0,5,9,22,20,11,0,6,16,0,0,0,0,0,99,78,0,13,8,0,0,1,0,0,50,37,42,83,131,94,53,7,1,2,0,0,0,0,0,1,0,10,16,13,0,52,93,218,179,140,13,72,130,149,109,80,11,7,12,5,0,3,0,0,6,11,1,0,2,1,0,0
OTU_3360,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,4,8,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,7,12,6,6,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,5,8,0,0,8,6,0,0
OTU_3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,17,5,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_3363,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,22,0,0,0,0,2,21,22,23,14,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,18,0,0,0,0,1,0,0,0,7,4,0,0
OTU_3364,2,1,0,0,0,0,0,3,0,5,0,0,0,0,0,4,11,13,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,6,0,11,0,0,0,2,1,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,1,0,0,0
OTU_3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,7,0,0,4,1,0,0
OTU_3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,46,0,0,0,4
OTU_3368,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,13,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,73,7,0,0,0,0,0,1,0,0,0,3,0,0
OTU_337,12,0,0,0,18,47,52,20,1,0,0,52,52,64,24,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,1,1,0,444,207,195,251,334,175,431,518,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,6,16,5,10,0,0,0,0,1,4,0,0,2,2,0,0
OTU_3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,6,0,0,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,96,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3375,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3376,0,0,0,0,8,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,1,7,5,3,5,2,4,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,14,0,4,0,0
OTU_3377,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,6,14,16,23,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3378,0,0,0,0,0,3,2,0,2,0,0,0,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_3379,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,4,6,11,20,17,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_338,29,39,73,59,18,8,6,17,47,79,112,2,13,10,9,13,13,0,0,0,35,22,34,55,52,70,26,18,0,0,6,0,0,84,19,30,92,16,71,75,28,6,0,55,87,94,113,129,43,21,27,4,0,2,2,4,1,3,4,23,38,37,9,86,19,13,22,2,168,22,29,31,66,4,12,79,38,92,65,139,88,24,1,40,40,2,133,31,29,67,56
OTU_3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,35,13,27,20,13,71,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,4,32,1,0,0,0,0,0,0,0,4,11,0,0
OTU_3381,4,7,3,0,0,0,0,2,7,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_3382,14,9,0,0,0,0,0,14,4,2,0,0,0,0,0,6,4,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0
