# OTU,ROOT,MAIN.GENOME,DOMAIN,KINGDOM,SUPER.PHYLUM,PHYLUM,CLASS,ORDER,FAMILY
OTU_21587,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Fibrobacterota, Fibrobacteria, Fibrobacterales, MAT-CR-H6-H10
OTU_21628,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Blastocatellia (Acidobacteria group 4), Blastocatellales, Blastocatellaceae
OTU_21663,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Thermoanaerobacteria, Thermoanaerobacterales, Family IV
OTU_21665,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Synechococcales, Cyanobiaceae
OTU_21694,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Cyanobacteria, Cyanobacteriia, Pseudanabaenales, Pseudanabaenaceae
OTU_21709,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, ANME-1, ANME-1a,Unclassified_ANME-1a
OTU_21777,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Eubacteriales, Anaerofustaceae
OTU_21787,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Moorellia, Calderihabitantales, Calderihabitantaceae
OTU_21855,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Thermoplasmatota, Thermoplasmata, Marine Group III,Unclassified_Marine Group III
OTU_21902,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Chlamydiae, Chlamydiales, Parachlamydiaceae
OTU_21982,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Enterobacterales,Unclassified_Enterobacterales
OTU_22002,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae
OTU_22056,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Actinomycetales, Actinomycetaceae
OTU_22138,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Verrucomicrobiae, Chthoniobacterales,Unclassified_Chthoniobacterales
OTU_22149,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Oscillospirales, [Eubacterium] coprostanoligenes group
OTU_2216,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Veillonellaceae
OTU_2218,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae
OTU_2219,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Lentisphaeria, P.palmC41,Unclassified_P.palmC41
OTU_22208,root, Main genome, Bacteria, Bacteria (superkingdom), Spirochaetes superphylum, Spirochaetota, V2072-189E03,Unclassified_V2072-189E03,Unclassified_V2072-189E03
OTU_22221,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Micrococcales, Dermacoccaceae
OTU_22259,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Blastocatellia (Acidobacteria group 4), Pyrinomonadales, Pyrinomonadaceae
OTU_22378,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Myxococcia, Myxococcales, Anaeromyxobacteraceae
OTU_22404,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Puniceispirillales, EF100-94H03
OTU_22427,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, SZB50,Unclassified_SZB50
OTU_22513,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, sediment-surface35,Unclassified_sediment-surface35
OTU_22595,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Desulfitobacteriia,Unclassified_Desulfitobacteriia,Unclassified_Desulfitobacteriia
OTU_22649,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Nealsonbacteria,Unclassified_Candidatus Nealsonbacteria,Unclassified_Candidatus Nealsonbacteria
OTU_22650,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales,Unclassified_Coriobacteriales
OTU_22710,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Desulfitobacteriia, Desulfitobacteriales, Desulfitobacteriaceae
OTU_22767,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Kryptonia, Kryptoniales, MSB-3C8
OTU_22778,root, Main genome, Bacteria, Bacteria (superkingdom), Caldatribacteriota superphylum, Caldatribacteriota,Unclassified_Caldatribacteriota,Unclassified_Caldatribacteriota,Unclassified_Caldatribacteriota
OTU_22846,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Anaerolineae, SJA-15,Unclassified_SJA-15
OTU_2309,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Thiohalorhabdales, Thiohalorhabdaceae
OTU_23145,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, SS1-B-09-64,Unclassified_SS1-B-09-64
OTU_23228,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Thioglobaceae
OTU_23231,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Thermoplasmatota, Thermoplasmata, Methanomassiliicoccales, Methanomethylophilaceae
OTU_23265,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, JTB215
OTU_23340,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, Chitinimonadaceae
OTU_23366,root, Main genome, Bacteria, Bacteria (superkingdom), Spirochaetes superphylum, Spirochaetota, MVP-15,Unclassified_MVP-15,Unclassified_MVP-15
OTU_2338,root, Main genome, Bacteria, Bacteria (superkingdom), Nitrospirae superphylum, Nitrospinota, MT5B39,Unclassified_MT5B39,Unclassified_MT5B39
OTU_23437,root, Main genome, Bacteria, Bacteria (superkingdom), Caldiserica superphylum, Caldisericota, Caldisericia, Caldisericales,Unclassified_Caldisericales
OTU_23447,root, Main genome, Bacteria, Bacteria (superkingdom), Edwardsbacteria superphylum, Edwardsbacteria,Unclassified_Edwardsbacteria,Unclassified_Edwardsbacteria,Unclassified_Edwardsbacteria
OTU_23450,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Sphingobacteriales, FFCH9454
OTU_2353,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfuromonadia, Desulfuromonadales, Sva1033
OTU_23530,root, Main genome, Bacteria, Bacteria (superkingdom), Halanaerobiaeota superphylum, Halanaerobiaeota, Halanaerobiia,Unclassified_Halanaerobiia,Unclassified_Halanaerobiia
OTU_23573,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Moorellia,Unclassified_Moorellia,Unclassified_Moorellia
OTU_23583,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae
OTU_23606,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Thermoplasmatota, Thermoplasmata, Acidiprofundales, Aciduliprofundaceae
OTU_23711,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Hahellaceae
OTU_23783,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, pItb-vmat-80,Unclassified_pItb-vmat-80
OTU_23812,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Halobacterota, Halobacteria, Halobacterales, Haloferacaceae
OTU_23825,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Thermincolia, Carboxydocellales, Carboxydocellaceae
OTU_23862,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Kordiimonadales, Kordiimonadales Incertae Sedis
OTU_24023,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Enterobacterales, Aeromonadaceae
OTU_24024,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Chloroflexia, Chloroflexales, Roseiflexaceae
OTU_24025,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Atopobiaceae
OTU_24074,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Thalassobaculales, Nisaeaceae
OTU_24081,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfovibrionia, Desulfovibrionales, Desulfovibrionaceae
OTU_24082,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae
OTU_24090,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Burkholderiales, Alcaligenaceae
OTU_24132,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Chlamydiae, Chlamydiales, cvE6
OTU_2414,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum,Unclassified_Euryarchaea sensu lato superphylum,Unclassified_Euryarchaea sensu lato superphylum,Unclassified_Euryarchaea sensu lato superphylum,Unclassified_Euryarchaea sensu lato superphylum
OTU_24150,root, Main genome, Bacteria, Bacteria (superkingdom), Halanaerobiaeota superphylum, Halanaerobiaeota, Halanaerobiia, Halanaerobiales, Halobacteroidaceae
OTU_24168,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, SHA-26,Unclassified_SHA-26,Unclassified_SHA-26
OTU_24216,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria,Unclassified_Actinobacteria,Unclassified_Actinobacteria
OTU_24229,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Terrybacteria,Unclassified_Candidatus Terrybacteria,Unclassified_Candidatus Terrybacteria
OTU_24235,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae
OTU_24249,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, SM1A07,Unclassified_SM1A07
OTU_24280,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Parcubacteria, Candidatus Spechtbacteria,Unclassified_Candidatus Spechtbacteria,Unclassified_Candidatus Spechtbacteria
OTU_24348,root, Main genome, Bacteria, Bacteria (superkingdom), Elusimicrobiota superphylum, Elusimicrobiota, Endomicrobia,Unclassified_Endomicrobia,Unclassified_Endomicrobia
OTU_24350,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Chlamydiae, Chlamydiales, Criblamydiaceae
OTU_24354,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Lachnospirales, Defluviitaleaceae
OTU_24408,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Syntrophobacteria, Syntrophobacterales,Unclassified_Syntrophobacterales
OTU_24441,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Haloplasmatales, Haloplasmataceae
OTU_24447,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Desulfotomaculia, Desulfotomaculales,Unclassified_Desulfotomaculales
OTU_24540,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Negativicutes,Unclassified_Negativicutes,Unclassified_Negativicutes
OTU_24558,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, RBG-13-46-9,Unclassified_RBG-13-46-9
OTU_24591,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Euryarchaeota, Methanobacteria,Unclassified_Methanobacteria,Unclassified_Methanobacteria
OTU_24605,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Sedimentibacteraceae
OTU_24703,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Milano-WF1B-44,Unclassified_Milano-WF1B-44
OTU_24836,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Phycisphaerae, MSBL9, ST-NAGAB-D1
OTU_24878,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Myxococcota, Polyangia, MSB-4B10,Unclassified_MSB-4B10
OTU_24883,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Fibrobacterota, Chitinivibrionia, Chitinivibrionales,Unclassified_Chitinivibrionales
OTU_24911,root, Main genome, Bacteria, Bacteria (superkingdom), Nitrospinae Tectomicrobia group, Modulibacteria,Unclassified_Modulibacteria,Unclassified_Modulibacteria,Unclassified_Modulibacteria
OTU_2496,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Dehalococcoidia, Dehalococcoidales,Unclassified_Dehalococcoidales
OTU_25040,root, Main genome, Bacteria, Bacteria (superkingdom), Aquificota superphylum, Aquificota, Desulfurobacteriia, Desulfurobacteriales, Desulfurobacteriaceae
OTU_25161,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Parvibaculales, Parvibaculaceae
OTU_25203,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Frankiales, Acidothermaceae
OTU_25370,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Propionibacteriales,Unclassified_Propionibacteriales
OTU_25444,root, Main genome, Archaea, Archaea (superkingdom), TACK, Thaumarchaeota, Nitrososphaeria,Unclassified_Nitrososphaeria,Unclassified_Nitrososphaeria
OTU_25542,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfomonilia, Desulfomonilales,Unclassified_Desulfomonilales
OTU_25582,root, Main genome, Bacteria, Bacteria (superkingdom), Fusobacteria superphylum, Fusobacteriota, Fusobacteriia,Unclassified_Fusobacteriia,Unclassified_Fusobacteriia
OTU_25697,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rhizobiales, D05-2
OTU_25720,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Acidibacter order incertae sedis, Acidibacter family incertae sedis
OTU_25726,root, Main genome, Bacteria, Bacteria (superkingdom), GAL15,Unclassified_GAL15,Unclassified_GAL15,Unclassified_GAL15,Unclassified_GAL15
OTU_25876,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, PeM15,Unclassified_PeM15
OTU_25908,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Dissulfuribacteria, Dissulfuribacterales,Unclassified_Dissulfuribacterales
OTU_25923,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, JG36-TzT-191,Unclassified_JG36-TzT-191
OTU_26350,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Planctomycetota, Planctomycetes, Planctomycetales, Schlesneriaceae
OTU_26435,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Solimonadaceae
OTU_26513,root, Main genome, Bacteria, Bacteria (superkingdom), Acidobacteria superphylum, Acidobacteriota, Acidobacteria group 11,Unclassified_Acidobacteria group 11,Unclassified_Acidobacteria group 11
OTU_26639,root, Main genome, Bacteria, Bacteria (superkingdom), Synergistetes superphylum, Synergistota, Synergistia,Unclassified_Synergistia,Unclassified_Synergistia
OTU_26654,root, Main genome, Bacteria, Bacteria (superkingdom), Spirochaetes superphylum, Spirochaetota, Brachyspirae, Brachyspirales,Unclassified_Brachyspirales
OTU_26668,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Moorellia, Desulfitibacterales, Desulfitibacteraceae
OTU_26758,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Enterobacterales, Idiomarinaceae
OTU_2695,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Ktedonobacteria, C0119,Unclassified_C0119
OTU_26966,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Syntrophomonadia, Syntrophomonadales, Syntrophomonadaceae
OTU_27008,root, Main genome, Bacteria, Bacteria (superkingdom), Desantisbacteria superphylum, Desantisbacteria,Unclassified_Desantisbacteria,Unclassified_Desantisbacteria,Unclassified_Desantisbacteria
OTU_27043,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Sphingobacteriales, ST-12K33
OTU_27093,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Clostridiales, Oxobacteraceae
OTU_27111,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, PLTA13,Unclassified_PLTA13
OTU_27138,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Bacilli, Izemoplasmatales, Izemoplasmataceae
